Niveau,Code de la CNP v1.0,Titres de classes,Nom du type d’élément Français,Description d’élément Français
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),lieutenant/lieutenante de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Exemple(s) illustratif(s),surintendant/surintendante de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,adjoint/adjointe au chef de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,capitaine de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police - opérations régionales 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police adjoint/chef de police adjointe 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police de district 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police des chemins de fer 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,chef de police du port 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,commandant/commandante de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,commissaire de la Gendarmerie royale du Canada (GRC) 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,commissaire de police adjoint/commissaire de police adjointe 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,coroner en chef adjoint 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,coroner régional 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,détective en chef - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,directeur de police adjoint/directrice de police adjointe 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,directeur/directrice de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,directeur/directrice de police - opérations régionales 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,directeur/directrice de police de district 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur en chef adjoint/inspectrice en chef adjointe - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de corps de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de la circulation - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de la section de répression des jeux illégaux - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de la section des armes à feu - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de la section des stupéfiants - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de la section des vols de métaux précieux - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de l'escouade antidrogue - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de police aux quartiers généraux 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice de police en chef 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice des enquêtes - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice d'état-major 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice du personnel d'un corps de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur/inspectrice en chef aux quartiers généraux - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,inspecteur-détective/inspectrice-détective - police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,lieutenant/lieutenante de police 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,médecin légiste en chef adjoint 
5,40040,Officiers/officières de direction des services de police et professions connexes des services de la protection du public,Tous les exemples,officier/officière de la police militaire - cadres supérieurs 
